bin_7_acI-B2.genome.CDS.1369,group00700
bin_7_acI-B2.genome.CDS.2301,group13900
bin_7_acI-B2.genome.CDS.2302,group00009
bin_7_acI-B2.genome.CDS.2303,group08333
bin_7_acI-B2.genome.CDS.2304,group11655
bin_7_acI-B2.genome.CDS.2305,group01063
bin_7_acI-B2.genome.CDS.2306,group00543
bin_7_acI-B2.genome.CDS.2307,group01033
bin_7_acI-B2.genome.CDS.3208,group00434
bin_7_acI-B2.genome.CDS.3209,group00431
bin_7_acI-B2.genome.CDS.2423,group12777
bin_7_acI-B2.genome.CDS.3202,group06648
bin_7_acI-B2.genome.CDS.3203,group00012
bin_7_acI-B2.genome.CDS.3200,group01760
bin_7_acI-B2.genome.CDS.3201,group11798
bin_7_acI-B2.genome.CDS.3206,group01340
bin_7_acI-B2.genome.CDS.3207,group01198
bin_7_acI-B2.genome.CDS.3204,group02195
bin_7_acI-B2.genome.CDS.3205,group01760
bin_7_acI-B2.genome.CDS.3149,group09900
bin_7_acI-B2.genome.CDS.3148,group00846
bin_7_acI-B2.genome.CDS.3145,group00960
bin_7_acI-B2.genome.CDS.3144,group01965
bin_7_acI-B2.genome.CDS.3147,group00775
bin_7_acI-B2.genome.CDS.3146,group00732
bin_7_acI-B2.genome.CDS.3141,group00442
bin_7_acI-B2.genome.CDS.3140,group00460
bin_7_acI-B2.genome.CDS.3143,group00367
bin_7_acI-B2.genome.CDS.3142,group05073
bin_7_acI-B2.genome.CDS.2422,group00137
bin_7_acI-B2.genome.CDS.888,group11862
bin_7_acI-B2.genome.CDS.2414,group02643
bin_7_acI-B2.genome.CDS.2415,group04513
bin_7_acI-B2.genome.CDS.2416,group03194
bin_7_acI-B2.genome.CDS.2417,group03683
bin_7_acI-B2.genome.CDS.2410,group00814
bin_7_acI-B2.genome.CDS.2411,group00102
bin_7_acI-B2.genome.CDS.2412,group07535
bin_7_acI-B2.genome.CDS.2413,group08416
bin_7_acI-B2.genome.CDS.2418,group00218
bin_7_acI-B2.genome.CDS.2419,group12706
bin_7_acI-B2.genome.CDS.2520,group00487
bin_7_acI-B2.genome.CDS.2521,group00941
bin_7_acI-B2.genome.CDS.2522,group07849
bin_7_acI-B2.genome.CDS.2523,group05878
bin_7_acI-B2.genome.CDS.2524,group01489
bin_7_acI-B2.genome.CDS.2525,group03189
bin_7_acI-B2.genome.CDS.2526,group13921
bin_7_acI-B2.genome.CDS.2527,group03680
bin_7_acI-B2.genome.CDS.2528,group02424
bin_7_acI-B2.genome.CDS.2529,group03710
bin_7_acI-B2.genome.CDS.1545,group00607
bin_7_acI-B2.genome.CDS.1549,group07759
bin_7_acI-B2.genome.CDS.1548,group00559
bin_7_acI-B2.genome.CDS.3344,group08523
bin_7_acI-B2.genome.CDS.2638,group13932
bin_7_acI-B2.genome.CDS.2639,group00376
bin_7_acI-B2.genome.CDS.2634,group00794
bin_7_acI-B2.genome.CDS.2635,group01268
bin_7_acI-B2.genome.CDS.2636,group00243
bin_7_acI-B2.genome.CDS.2637,group00371
bin_7_acI-B2.genome.CDS.2630,group00823
bin_7_acI-B2.genome.CDS.2631,group00002
bin_7_acI-B2.genome.CDS.2632,group00000
bin_7_acI-B2.genome.CDS.2633,group00495
bin_7_acI-B2.genome.CDS.3453,group00101
bin_7_acI-B2.genome.CDS.3451,group13739
bin_7_acI-B2.genome.CDS.3450,group11729
bin_7_acI-B2.genome.CDS.3456,group10690
bin_7_acI-B2.genome.CDS.3455,group00295
bin_7_acI-B2.genome.CDS.3454,group00196
bin_7_acI-B2.genome.CDS.3459,group00591
bin_7_acI-B2.genome.CDS.3458,group00964
bin_7_acI-B2.genome.CDS.2890,group08095
bin_7_acI-B2.genome.CDS.2891,group04275
bin_7_acI-B2.genome.CDS.2892,group01515
bin_7_acI-B2.genome.CDS.2893,group00948
bin_7_acI-B2.genome.CDS.2894,group01837
bin_7_acI-B2.genome.CDS.2896,group02640
bin_7_acI-B2.genome.CDS.2897,group06511
bin_7_acI-B2.genome.CDS.2898,group05169
bin_7_acI-B2.genome.CDS.2899,group02880
bin_7_acI-B2.genome.CDS.3651,group00491
bin_7_acI-B2.genome.CDS.3650,group10081
bin_7_acI-B2.genome.CDS.4070,group01375
bin_7_acI-B2.genome.CDS.2947,group02884
bin_7_acI-B2.genome.CDS.2944,group03390
bin_7_acI-B2.genome.CDS.2945,group02083
bin_7_acI-B2.genome.CDS.2942,group01112
bin_7_acI-B2.genome.CDS.2943,group03711
bin_7_acI-B2.genome.CDS.2940,group09714
bin_7_acI-B2.genome.CDS.2941,group02245
bin_7_acI-B2.genome.CDS.2948,group01949
bin_7_acI-B2.genome.CDS.2949,group03691
bin_7_acI-B2.genome.CDS.3930,group13874
bin_7_acI-B2.genome.CDS.3931,group08801
bin_7_acI-B2.genome.CDS.2700,group01394
bin_7_acI-B2.genome.CDS.2701,group10895
bin_7_acI-B2.genome.CDS.2098,group09638
bin_7_acI-B2.genome.CDS.2099,group13710
bin_7_acI-B2.genome.CDS.2090,group00066
bin_7_acI-B2.genome.CDS.2091,group00255
bin_7_acI-B2.genome.CDS.2092,group00081
bin_7_acI-B2.genome.CDS.2093,group05108
bin_7_acI-B2.genome.CDS.2094,group00142
bin_7_acI-B2.genome.CDS.2095,group00539
bin_7_acI-B2.genome.CDS.2096,group00253
bin_7_acI-B2.genome.CDS.2097,group02897
bin_7_acI-B2.genome.CDS.3628,group02933
bin_7_acI-B2.genome.CDS.2151,group11216
bin_7_acI-B2.genome.CDS.3939,group02379
bin_7_acI-B2.genome.CDS.3923,group00755
bin_7_acI-B2.genome.CDS.3921,group01121
bin_7_acI-B2.genome.CDS.3920,group11639
bin_7_acI-B2.genome.CDS.3927,group13631
bin_7_acI-B2.genome.CDS.3926,group11197
bin_7_acI-B2.genome.CDS.3925,group07495
bin_7_acI-B2.genome.CDS.3924,group05873
bin_7_acI-B2.genome.CDS.3929,group13875
bin_7_acI-B2.genome.CDS.3928,group13876
bin_7_acI-B2.genome.CDS.2156,group02785
bin_7_acI-B2.genome.CDS.3328,group00580
bin_7_acI-B2.genome.CDS.3859,group05027
bin_7_acI-B2.genome.CDS.3858,group03590
bin_7_acI-B2.genome.CDS.3857,group00593
bin_7_acI-B2.genome.CDS.3320,group01001
bin_7_acI-B2.genome.CDS.3323,group00034
bin_7_acI-B2.genome.CDS.3322,group00803
bin_7_acI-B2.genome.CDS.3325,group04475
bin_7_acI-B2.genome.CDS.3324,group00421
bin_7_acI-B2.genome.CDS.3851,group01077
bin_7_acI-B2.genome.CDS.3850,group00952
bin_7_acI-B2.genome.CDS.3383,group00986
bin_7_acI-B2.genome.CDS.3382,group00072
bin_7_acI-B2.genome.CDS.3833,group00401
bin_7_acI-B2.genome.CDS.3380,group00097
bin_7_acI-B2.genome.CDS.3387,group00542
bin_7_acI-B2.genome.CDS.3834,group00368
bin_7_acI-B2.genome.CDS.2319,group00283
bin_7_acI-B2.genome.CDS.2318,group01422
bin_7_acI-B2.genome.CDS.2313,group00966
bin_7_acI-B2.genome.CDS.2312,group00707
bin_7_acI-B2.genome.CDS.2311,group02889
bin_7_acI-B2.genome.CDS.2310,group00005
bin_7_acI-B2.genome.CDS.2317,group00936
bin_7_acI-B2.genome.CDS.2316,group00761
bin_7_acI-B2.genome.CDS.2315,group00236
bin_7_acI-B2.genome.CDS.2314,group01023
bin_7_acI-B2.genome.CDS.3215,group04007
bin_7_acI-B2.genome.CDS.3214,group12832
bin_7_acI-B2.genome.CDS.3217,group11370
bin_7_acI-B2.genome.CDS.3216,group00956
bin_7_acI-B2.genome.CDS.3211,group01347
bin_7_acI-B2.genome.CDS.3210,group02654
bin_7_acI-B2.genome.CDS.3213,group00930
bin_7_acI-B2.genome.CDS.3219,group12962
bin_7_acI-B2.genome.CDS.3218,group00979
bin_7_acI-B2.genome.CDS.3138,group02546
bin_7_acI-B2.genome.CDS.3139,group02097
bin_7_acI-B2.genome.CDS.966,group00759
bin_7_acI-B2.genome.CDS.3130,group09232
bin_7_acI-B2.genome.CDS.3131,group01024
bin_7_acI-B2.genome.CDS.3132,group00652
bin_7_acI-B2.genome.CDS.3133,group00767
bin_7_acI-B2.genome.CDS.3134,group01149
bin_7_acI-B2.genome.CDS.3135,group02849
bin_7_acI-B2.genome.CDS.3136,group10649
bin_7_acI-B2.genome.CDS.3137,group05439
bin_7_acI-B2.genome.CDS.984,group00399
bin_7_acI-B2.genome.CDS.981,group04517
bin_7_acI-B2.genome.CDS.2407,group02889
bin_7_acI-B2.genome.CDS.2406,group00707
bin_7_acI-B2.genome.CDS.2405,group00966
bin_7_acI-B2.genome.CDS.2404,group00236
bin_7_acI-B2.genome.CDS.2403,group00761
bin_7_acI-B2.genome.CDS.2402,group00936
bin_7_acI-B2.genome.CDS.2401,group08749
bin_7_acI-B2.genome.CDS.2400,group02246
bin_7_acI-B2.genome.CDS.2409,group08563
bin_7_acI-B2.genome.CDS.2408,group02024
bin_7_acI-B2.genome.CDS.3686,group00564
bin_7_acI-B2.genome.CDS.3687,group00565
bin_7_acI-B2.genome.CDS.3684,group00445
bin_7_acI-B2.genome.CDS.3685,group00268
bin_7_acI-B2.genome.CDS.3682,group12705
bin_7_acI-B2.genome.CDS.3683,group00326
bin_7_acI-B2.genome.CDS.3680,group00461
bin_7_acI-B2.genome.CDS.3681,group00492
bin_7_acI-B2.genome.CDS.2823,group00543
bin_7_acI-B2.genome.CDS.3688,group00838
bin_7_acI-B2.genome.CDS.3689,group00720
bin_7_acI-B2.genome.CDS.3429,group00130
bin_7_acI-B2.genome.CDS.2824,group01033
bin_7_acI-B2.genome.CDS.2533,group02880
bin_7_acI-B2.genome.CDS.2532,group02396
bin_7_acI-B2.genome.CDS.2531,group01518
bin_7_acI-B2.genome.CDS.2530,group13920
bin_7_acI-B2.genome.CDS.2537,group01837
bin_7_acI-B2.genome.CDS.2535,group02640
bin_7_acI-B2.genome.CDS.2534,group06511
bin_7_acI-B2.genome.CDS.2539,group00289
bin_7_acI-B2.genome.CDS.2538,group00948
bin_7_acI-B2.genome.CDS.3044,group01263
bin_7_acI-B2.genome.CDS.2829,group00095
bin_7_acI-B2.genome.CDS.3047,group11910
bin_7_acI-B2.genome.CDS.3040,group09638
bin_7_acI-B2.genome.CDS.3041,group13710
bin_7_acI-B2.genome.CDS.3042,group01048
bin_7_acI-B2.genome.CDS.3043,group00167
bin_7_acI-B2.genome.CDS.3048,group05462
bin_7_acI-B2.genome.CDS.3049,group00165
bin_7_acI-B2.genome.CDS.3421,group02638
bin_7_acI-B2.genome.CDS.2658,group00610
bin_7_acI-B2.genome.CDS.1571,group00321
bin_7_acI-B2.genome.CDS.2629,group11197
bin_7_acI-B2.genome.CDS.2628,group01019
bin_7_acI-B2.genome.CDS.2627,group00022
bin_7_acI-B2.genome.CDS.2626,group00546
bin_7_acI-B2.genome.CDS.2625,group00552
bin_7_acI-B2.genome.CDS.2624,group00035
bin_7_acI-B2.genome.CDS.2623,group00582
bin_7_acI-B2.genome.CDS.2622,group03657
bin_7_acI-B2.genome.CDS.2621,group02433
bin_7_acI-B2.genome.CDS.2620,group00302
bin_7_acI-B2.genome.CDS.3592,group12974
bin_7_acI-B2.genome.CDS.3593,group00643
bin_7_acI-B2.genome.CDS.3590,group00336
bin_7_acI-B2.genome.CDS.3591,group00030
bin_7_acI-B2.genome.CDS.3596,group00278
bin_7_acI-B2.genome.CDS.3597,group00771
bin_7_acI-B2.genome.CDS.3594,group00669
bin_7_acI-B2.genome.CDS.3595,group00800
bin_7_acI-B2.genome.CDS.3598,group10249
bin_7_acI-B2.genome.CDS.3599,group02499
bin_7_acI-B2.genome.CDS.3334,group01054
bin_7_acI-B2.genome.CDS.3335,group01003
bin_7_acI-B2.genome.CDS.3840,group01402
bin_7_acI-B2.genome.CDS.3333,group01064
bin_7_acI-B2.genome.CDS.3842,group00680
bin_7_acI-B2.genome.CDS.1370,group00700
bin_7_acI-B2.genome.CDS.3668,group00999
bin_7_acI-B2.genome.CDS.3669,group06333
bin_7_acI-B2.genome.CDS.3664,group00599
bin_7_acI-B2.genome.CDS.3665,group00261
bin_7_acI-B2.genome.CDS.3666,group00031
bin_7_acI-B2.genome.CDS.3667,group00405
bin_7_acI-B2.genome.CDS.3660,group04034
bin_7_acI-B2.genome.CDS.3661,group00200
bin_7_acI-B2.genome.CDS.3662,group00719
bin_7_acI-B2.genome.CDS.3468,group00047
bin_7_acI-B2.genome.CDS.3469,group00066
bin_7_acI-B2.genome.CDS.3467,group05277
bin_7_acI-B2.genome.CDS.3464,group00571
bin_7_acI-B2.genome.CDS.3465,group00457
bin_7_acI-B2.genome.CDS.3462,group00485
bin_7_acI-B2.genome.CDS.3463,group10155
bin_7_acI-B2.genome.CDS.3460,group03193
bin_7_acI-B2.genome.CDS.3461,group00630
bin_7_acI-B2.genome.CDS.2883,group01230
bin_7_acI-B2.genome.CDS.2882,group06530
bin_7_acI-B2.genome.CDS.2881,group00283
bin_7_acI-B2.genome.CDS.2880,group03973
bin_7_acI-B2.genome.CDS.1200,group04931
bin_7_acI-B2.genome.CDS.2886,group13505
bin_7_acI-B2.genome.CDS.2885,group13087
bin_7_acI-B2.genome.CDS.2884,group11180
bin_7_acI-B2.genome.CDS.2889,group01516
bin_7_acI-B2.genome.CDS.2888,group07522
bin_7_acI-B2.genome.CDS.1194,group13164
bin_7_acI-B2.genome.CDS.1195,group13997
bin_7_acI-B2.genome.CDS.2951,group02239
bin_7_acI-B2.genome.CDS.2950,group07826
bin_7_acI-B2.genome.CDS.4061,group10940
bin_7_acI-B2.genome.CDS.2952,group02785
bin_7_acI-B2.genome.CDS.2955,group01508
bin_7_acI-B2.genome.CDS.2954,group01841
bin_7_acI-B2.genome.CDS.4065,group01589
bin_7_acI-B2.genome.CDS.4064,group08132
bin_7_acI-B2.genome.CDS.2959,group00517
bin_7_acI-B2.genome.CDS.2958,group01390
bin_7_acI-B2.genome.CDS.4069,group08342
bin_7_acI-B2.genome.CDS.1685,group11309
bin_7_acI-B2.genome.CDS.3051,group00070
bin_7_acI-B2.genome.CDS.3050,group00054
bin_7_acI-B2.genome.CDS.2089,group00047
bin_7_acI-B2.genome.CDS.2088,group05277
bin_7_acI-B2.genome.CDS.2083,group00485
bin_7_acI-B2.genome.CDS.2082,group00630
bin_7_acI-B2.genome.CDS.2081,group00591
bin_7_acI-B2.genome.CDS.2080,group03189
bin_7_acI-B2.genome.CDS.2086,group00457
bin_7_acI-B2.genome.CDS.2085,group00571
bin_7_acI-B2.genome.CDS.2084,group10155
bin_7_acI-B2.genome.CDS.2500,group08971
bin_7_acI-B2.genome.CDS.2501,group03493
bin_7_acI-B2.genome.CDS.3918,group07249
bin_7_acI-B2.genome.CDS.3919,group01121
bin_7_acI-B2.genome.CDS.3916,group00029
bin_7_acI-B2.genome.CDS.3917,group00957
bin_7_acI-B2.genome.CDS.3914,group12999
bin_7_acI-B2.genome.CDS.3915,group01124
bin_7_acI-B2.genome.CDS.3912,group01002
bin_7_acI-B2.genome.CDS.3913,group00668
bin_7_acI-B2.genome.CDS.3910,group12056
bin_7_acI-B2.genome.CDS.3911,group00597
bin_7_acI-B2.genome.CDS.2692,group00875
bin_7_acI-B2.genome.CDS.3868,group08165
bin_7_acI-B2.genome.CDS.3869,group00716
bin_7_acI-B2.genome.CDS.1966,group11862
bin_7_acI-B2.genome.CDS.3862,group01794
bin_7_acI-B2.genome.CDS.3863,group03551
bin_7_acI-B2.genome.CDS.3860,group09179
bin_7_acI-B2.genome.CDS.3861,group00034
bin_7_acI-B2.genome.CDS.3866,group00014
bin_7_acI-B2.genome.CDS.3867,group11291
bin_7_acI-B2.genome.CDS.3864,group02174
bin_7_acI-B2.genome.CDS.3865,group00747
bin_7_acI-B2.genome.CDS.2915,group02424
bin_7_acI-B2.genome.CDS.2914,group03710
bin_7_acI-B2.genome.CDS.2917,group04518
bin_7_acI-B2.genome.CDS.2326,group00789
bin_7_acI-B2.genome.CDS.2327,group04799
bin_7_acI-B2.genome.CDS.2324,group00270
bin_7_acI-B2.genome.CDS.2325,group00912
bin_7_acI-B2.genome.CDS.2322,group01005
bin_7_acI-B2.genome.CDS.2323,group00726
bin_7_acI-B2.genome.CDS.2320,group02642
bin_7_acI-B2.genome.CDS.2321,group04156
bin_7_acI-B2.genome.CDS.4023,group03711
bin_7_acI-B2.genome.CDS.2329,group00790
bin_7_acI-B2.genome.CDS.2913,group04516
bin_7_acI-B2.genome.CDS.626,group03481
bin_7_acI-B2.genome.CDS.199,group03050
bin_7_acI-B2.genome.CDS.3260,group00197
bin_7_acI-B2.genome.CDS.3263,group13995
bin_7_acI-B2.genome.CDS.3264,group01393
bin_7_acI-B2.genome.CDS.3265,group01203
bin_7_acI-B2.genome.CDS.3266,group00266
bin_7_acI-B2.genome.CDS.3267,group00858
bin_7_acI-B2.genome.CDS.3268,group03068
bin_7_acI-B2.genome.CDS.3269,group08801
bin_7_acI-B2.genome.CDS.3129,group00603
bin_7_acI-B2.genome.CDS.3128,group00604
bin_7_acI-B2.genome.CDS.3123,group00806
bin_7_acI-B2.genome.CDS.3122,group13626
bin_7_acI-B2.genome.CDS.3121,group00242
bin_7_acI-B2.genome.CDS.3120,group01026
bin_7_acI-B2.genome.CDS.3127,group00810
bin_7_acI-B2.genome.CDS.3126,group00250
bin_7_acI-B2.genome.CDS.3125,group12593
bin_7_acI-B2.genome.CDS.3124,group02456
bin_7_acI-B2.genome.CDS.2432,group00327
bin_7_acI-B2.genome.CDS.2433,group00967
bin_7_acI-B2.genome.CDS.2430,group00302
bin_7_acI-B2.genome.CDS.2431,group02433
bin_7_acI-B2.genome.CDS.2436,group00562
bin_7_acI-B2.genome.CDS.2437,group00161
bin_7_acI-B2.genome.CDS.2434,group07845
bin_7_acI-B2.genome.CDS.2435,group00232
bin_7_acI-B2.genome.CDS.2438,group05665
bin_7_acI-B2.genome.CDS.3691,group00584
bin_7_acI-B2.genome.CDS.3690,group00512
bin_7_acI-B2.genome.CDS.3695,group01896
bin_7_acI-B2.genome.CDS.3694,group01292
bin_7_acI-B2.genome.CDS.3697,group07127
bin_7_acI-B2.genome.CDS.3696,group00530
bin_7_acI-B2.genome.CDS.3699,group00344
bin_7_acI-B2.genome.CDS.3698,group08976
bin_7_acI-B2.genome.CDS.3057,group00916
bin_7_acI-B2.genome.CDS.3056,group00452
bin_7_acI-B2.genome.CDS.3055,group05295
bin_7_acI-B2.genome.CDS.3054,group08441
bin_7_acI-B2.genome.CDS.3053,group00852
bin_7_acI-B2.genome.CDS.3052,group13970
bin_7_acI-B2.genome.CDS.2508,group03973
bin_7_acI-B2.genome.CDS.2509,group01057
bin_7_acI-B2.genome.CDS.2506,group00681
bin_7_acI-B2.genome.CDS.2507,group00629
bin_7_acI-B2.genome.CDS.2504,group13917
bin_7_acI-B2.genome.CDS.2505,group09564
bin_7_acI-B2.genome.CDS.2502,group01671
bin_7_acI-B2.genome.CDS.2503,group03119
bin_7_acI-B2.genome.CDS.3059,group00182
bin_7_acI-B2.genome.CDS.3058,group00212
bin_7_acI-B2.genome.CDS.3589,group01031
bin_7_acI-B2.genome.CDS.3588,group01088
bin_7_acI-B2.genome.CDS.3585,group01301
bin_7_acI-B2.genome.CDS.3584,group05662
bin_7_acI-B2.genome.CDS.3587,group13659
bin_7_acI-B2.genome.CDS.3586,group00613
bin_7_acI-B2.genome.CDS.3581,group01032
bin_7_acI-B2.genome.CDS.3580,group10917
bin_7_acI-B2.genome.CDS.3583,group04321
bin_7_acI-B2.genome.CDS.3582,group02903
bin_7_acI-B2.genome.CDS.2618,group01587
bin_7_acI-B2.genome.CDS.2619,group12495
bin_7_acI-B2.genome.CDS.2612,group08176
bin_7_acI-B2.genome.CDS.2613,group07304
bin_7_acI-B2.genome.CDS.2610,group00853
bin_7_acI-B2.genome.CDS.2611,group11743
bin_7_acI-B2.genome.CDS.2616,group01396
bin_7_acI-B2.genome.CDS.2617,group02536
bin_7_acI-B2.genome.CDS.2614,group02747
bin_7_acI-B2.genome.CDS.2615,group01962
bin_7_acI-B2.genome.CDS.2699,group13629
