Compound	Name	Formula	Mass	KEGG maps	KEGG CID
cpd00011	Carbon dioxide,<br>CO2	CO2	44	<a href=&#39;javascript:addTab("00251","Glutamate metabolism","keggMapTabs","build_map","pathway=00251&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glutamate metabolism</a><br><br><a href=&#39;javascript:addTab("00710","Carbon fixation in photosynthetic organisms","keggMapTabs","build_map","pathway=00710&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Carbon fixation in photosynthetic organisms</a><br><br><a href=&#39;javascript:addTab("00630","Glyoxylate and dicarboxylate metabolism","keggMapTabs","build_map","pathway=00630&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glyoxylate and dicarboxylate metabolism</a><br><br><a href=&#39;javascript:addTab("00220","Urea cycle and metabolism of amino groups","keggMapTabs","build_map","pathway=00220&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Urea cycle and metabolism of amino groups</a><br><br><a href=&#39;javascript:addTab("00790","Folate biosynthesis","keggMapTabs","build_map","pathway=00790&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Folate biosynthesis</a><br><br><a href=&#39;javascript:addTab("00910","Nitrogen metabolism","keggMapTabs","build_map","pathway=00910&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Nitrogen metabolism</a><br><br><a href=&#39;javascript:addTab("00720","Reductive carboxylate cycle (CO2 fixation)","keggMapTabs","build_map","pathway=00720&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Reductive carboxylate cycle (CO2 fixation)</a><br><br><a href=&#39;javascript:addTab("00680","Methane metabolism","keggMapTabs","build_map","pathway=00680&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Methane metabolism</a><br><br><a href=&#39;javascript:addTab("00330","Arginine and proline metabolism","keggMapTabs","build_map","pathway=00330&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Arginine and proline metabolism</a><br><br><a href=&#39;javascript:addTab("00230","Purine metabolism","keggMapTabs","build_map","pathway=00230&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Purine metabolism</a><br><br><a href=&#39;javascript:addTab("00791","Atrazine degradation","keggMapTabs","build_map","pathway=00791&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Atrazine degradation</a><br><br><a href=&#39;javascript:addTab("00260","Glycine, serine and threonine metabolism","keggMapTabs","build_map","pathway=00260&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glycine, serine and threonine metabolism</a><br><br><a href=&#39;javascript:addTab("00460","Cyanoamino acid metabolism","keggMapTabs","build_map","pathway=00460&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Cyanoamino acid metabolism</a>	C00011
cpd00012	PPi,<br>Diphosphate,<br>Pyrophosphoric acid,<br>Pyrophosphate	H2O7P2	176	<a href=&#39;javascript:addTab("05012","Parkinson&#39;s disease","keggMapTabs","build_map","pathway=05012&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Parkinson&#39;s disease</a><br><br><a href=&#39;javascript:addTab("00190","Oxidative phosphorylation","keggMapTabs","build_map","pathway=00190&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Oxidative phosphorylation</a>	C00013
cpd00013	NH4plus,<br>NH4+,<br>Ammonium,<br>Ammonia,<br>NH3	H4N	18	<a href=&#39;javascript:addTab("00251","Glutamate metabolism","keggMapTabs","build_map","pathway=00251&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glutamate metabolism</a><br><br><a href=&#39;javascript:addTab("00220","Urea cycle and metabolism of amino groups","keggMapTabs","build_map","pathway=00220&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Urea cycle and metabolism of amino groups</a><br><br><a href=&#39;javascript:addTab("05120","Epithelial cell signaling in Helicobacter pylori infection","keggMapTabs","build_map","pathway=05120&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Epithelial cell signaling in Helicobacter pylori infection</a><br><br><a href=&#39;javascript:addTab("00910","Nitrogen metabolism","keggMapTabs","build_map","pathway=00910&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Nitrogen metabolism</a><br><br><a href=&#39;javascript:addTab("05110","Vibrio cholerae infection","keggMapTabs","build_map","pathway=05110&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Vibrio cholerae infection</a><br><br><a href=&#39;javascript:addTab("00330","Arginine and proline metabolism","keggMapTabs","build_map","pathway=00330&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Arginine and proline metabolism</a><br><br><a href=&#39;javascript:addTab("00230","Purine metabolism","keggMapTabs","build_map","pathway=00230&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Purine metabolism</a><br><br><a href=&#39;javascript:addTab("00260","Glycine, serine and threonine metabolism","keggMapTabs","build_map","pathway=00260&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glycine, serine and threonine metabolism</a><br><br><a href=&#39;javascript:addTab("00460","Cyanoamino acid metabolism","keggMapTabs","build_map","pathway=00460&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Cyanoamino acid metabolism</a>	C01342,C00014
cpd00014	Uridine 5&#39;-diphosphate,<br>UDP	C9H12N2O12P2	402	<a href=&#39;javascript:addTab("00908","Zeatin biosynthesis","keggMapTabs","build_map","pathway=00908&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Zeatin biosynthesis</a><br><br><a href=&#39;javascript:addTab("04080","Neuroactive ligand-receptor interaction","keggMapTabs","build_map","pathway=04080&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Neuroactive ligand-receptor interaction</a><br><br><a href=&#39;javascript:addTab("00550","Peptidoglycan biosynthesis","keggMapTabs","build_map","pathway=00550&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Peptidoglycan biosynthesis</a><br><br><a href=&#39;javascript:addTab("00240","Pyrimidine metabolism","keggMapTabs","build_map","pathway=00240&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Pyrimidine metabolism</a>	C00015
cpd00015	Flavinadeninedinucleotideoxidized,<br>Flavin adenine dinucleotide oxidized,<br>Flavin adenine dinucleotide,<br>FAD	C27H31N9O15P2	783	<a href=&#39;javascript:addTab("00740","Riboflavin metabolism","keggMapTabs","build_map","pathway=00740&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Riboflavin metabolism</a>	C00016
cpd00016	Pyridoxal 5&#39;-phosphate,<br>Pyridoxal 5-phosphate,<br>Pyridoxal phosphate	C8H9NO6P	246	<a href=&#39;javascript:addTab("00750","Vitamin B6 metabolism","keggMapTabs","build_map","pathway=00750&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Vitamin B6 metabolism</a>	C00018
cpd00017	SAM,<br>AdoMet,<br>Acylcarnitine,<br>S-Adenosylmethionine,<br>S-Adenosyl-L-methionine	C15H23N6O5S	399	<a href=&#39;javascript:addTab("00271","Methionine metabolism","keggMapTabs","build_map","pathway=00271&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Methionine metabolism</a><br><br><a href=&#39;javascript:addTab("00908","Zeatin biosynthesis","keggMapTabs","build_map","pathway=00908&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Zeatin biosynthesis</a><br><br><a href=&#39;javascript:addTab("00220","Urea cycle and metabolism of amino groups","keggMapTabs","build_map","pathway=00220&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Urea cycle and metabolism of amino groups</a>	C00019
cpd00018	Adenosine 5&#39;-phosphate,<br>5&#39;-Adenosine monophosphate,<br>5&#39;-Adenylic acid,<br>5&#39;-AMP,<br>Adenylate,<br>Adenylic acid,<br>Adenosine 5&#39;-monophosphate,<br>AMP	C10H13N5O7P	346	<a href=&#39;javascript:addTab("05012","Parkinson&#39;s disease","keggMapTabs","build_map","pathway=05012&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Parkinson&#39;s disease</a><br><br><a href=&#39;javascript:addTab("00908","Zeatin biosynthesis","keggMapTabs","build_map","pathway=00908&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Zeatin biosynthesis</a><br><br><a href=&#39;javascript:addTab("00230","Purine metabolism","keggMapTabs","build_map","pathway=00230&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Purine metabolism</a><br><br><a href=&#39;javascript:addTab("04150","mTOR signaling pathway","keggMapTabs","build_map","pathway=04150&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>mTOR signaling pathway</a>	C00020
cpd00019	s-adenosyl-homocysteine,<br>S-Adenosylhomocysteine,<br>S-Adenosyl-L-homocysteine	C14H20N6O5S	384	<a href=&#39;javascript:addTab("00271","Methionine metabolism","keggMapTabs","build_map","pathway=00271&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Methionine metabolism</a>	C00021
cpd00020	Pyroracemic acid,<br>2-Oxopropanoic acid,<br>2-Oxopropanoate,<br>Pyruvic acid,<br>Pyruvate	C3H3O3	87	<a href=&#39;javascript:addTab("00350","Tyrosine metabolism","keggMapTabs","build_map","pathway=00350&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tyrosine metabolism</a><br><br><a href=&#39;javascript:addTab("00621","Biphenyl degradation","keggMapTabs","build_map","pathway=00621&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biphenyl degradation</a><br><br><a href=&#39;javascript:addTab("04930","Type II diabetes mellitus","keggMapTabs","build_map","pathway=04930&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Type II diabetes mellitus</a><br><br><a href=&#39;javascript:addTab("00622","Toluene and xylene degradation","keggMapTabs","build_map","pathway=00622&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Toluene and xylene degradation</a><br><br><a href=&#39;javascript:addTab("00770","Pantothenate and CoA biosynthesis","keggMapTabs","build_map","pathway=00770&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Pantothenate and CoA biosynthesis</a><br><br><a href=&#39;javascript:addTab("00030","Pentose phosphate pathway","keggMapTabs","build_map","pathway=00030&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Pentose phosphate pathway</a><br><br><a href=&#39;javascript:addTab("00620","Pyruvate metabolism","keggMapTabs","build_map","pathway=00620&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Pyruvate metabolism</a><br><br><a href=&#39;javascript:addTab("00100","Biosynthesis of steroids","keggMapTabs","build_map","pathway=00100&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of steroids</a><br><br><a href=&#39;javascript:addTab("00630","Glyoxylate and dicarboxylate metabolism","keggMapTabs","build_map","pathway=00630&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glyoxylate and dicarboxylate metabolism</a><br><br><a href=&#39;javascript:addTab("00627","1,4-Dichlorobenzene degradation","keggMapTabs","build_map","pathway=00627&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>1,4-Dichlorobenzene degradation</a><br><br><a href=&#39;javascript:addTab("00430","Taurine and hypotaurine metabolism","keggMapTabs","build_map","pathway=00430&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Taurine and hypotaurine metabolism</a><br><br><a href=&#39;javascript:addTab("00362","Benzoate degradation via hydroxylation","keggMapTabs","build_map","pathway=00362&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Benzoate degradation via hydroxylation</a><br><br><a href=&#39;javascript:addTab("00730","Thiamine metabolism","keggMapTabs","build_map","pathway=00730&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Thiamine metabolism</a><br><br><a href=&#39;javascript:addTab("00330","Arginine and proline metabolism","keggMapTabs","build_map","pathway=00330&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Arginine and proline metabolism</a><br><br><a href=&#39;javascript:addTab("00272","Cysteine metabolism","keggMapTabs","build_map","pathway=00272&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Cysteine metabolism</a><br><br><a href=&#39;javascript:addTab("00750","Vitamin B6 metabolism","keggMapTabs","build_map","pathway=00750&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Vitamin B6 metabolism</a><br><br><a href=&#39;javascript:addTab("02060","Phosphotransferase system (PTS)","keggMapTabs","build_map","pathway=02060&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phosphotransferase system (PTS)</a><br><br><a href=&#39;javascript:addTab("00020","Citrate cycle (TCA cycle)","keggMapTabs","build_map","pathway=00020&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Citrate cycle (TCA cycle)</a><br><br><a href=&#39;javascript:addTab("00660","C5-Branched dibasic acid metabolism","keggMapTabs","build_map","pathway=00660&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>C5-Branched dibasic acid metabolism</a><br><br><a href=&#39;javascript:addTab("00720","Reductive carboxylate cycle (CO2 fixation)","keggMapTabs","build_map","pathway=00720&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Reductive carboxylate cycle (CO2 fixation)</a><br><br><a href=&#39;javascript:addTab("00760","Nicotinate and nicotinamide metabolism","keggMapTabs","build_map","pathway=00760&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Nicotinate and nicotinamide metabolism</a><br><br><a href=&#39;javascript:addTab("00252","Alanine and aspartate metabolism","keggMapTabs","build_map","pathway=00252&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Alanine and aspartate metabolism</a><br><br><a href=&#39;javascript:addTab("00628","Fluorene degradation","keggMapTabs","build_map","pathway=00628&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Fluorene degradation</a><br><br><a href=&#39;javascript:addTab("00053","Ascorbate and aldarate metabolism","keggMapTabs","build_map","pathway=00053&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Ascorbate and aldarate metabolism</a><br><br><a href=&#39;javascript:addTab("00040","Pentose and glucuronate interconversions","keggMapTabs","build_map","pathway=00040&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Pentose and glucuronate interconversions</a><br><br><a href=&#39;javascript:addTab("00643","Styrene degradation","keggMapTabs","build_map","pathway=00643&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Styrene degradation</a><br><br><a href=&#39;javascript:addTab("00629","Carbazole degradation","keggMapTabs","build_map","pathway=00629&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Carbazole degradation</a><br><br><a href=&#39;javascript:addTab("00626","Naphthalene and anthracene degradation","keggMapTabs","build_map","pathway=00626&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Naphthalene and anthracene degradation</a><br><br><a href=&#39;javascript:addTab("00710","Carbon fixation in photosynthetic organisms","keggMapTabs","build_map","pathway=00710&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Carbon fixation in photosynthetic organisms</a><br><br><a href=&#39;javascript:addTab("00473","D-Alanine metabolism","keggMapTabs","build_map","pathway=00473&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>D-Alanine metabolism</a><br><br><a href=&#39;javascript:addTab("00010","Glycolysis / Gluconeogenesis","keggMapTabs","build_map","pathway=00010&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glycolysis / Gluconeogenesis</a><br><br><a href=&#39;javascript:addTab("00650","Butanoate metabolism","keggMapTabs","build_map","pathway=00650&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Butanoate metabolism</a><br><br><a href=&#39;javascript:addTab("00360","Phenylalanine metabolism","keggMapTabs","build_map","pathway=00360&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Phenylalanine metabolism</a><br><br><a href=&#39;javascript:addTab("00290","Valine, leucine and isoleucine biosynthesis","keggMapTabs","build_map","pathway=00290&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Valine, leucine and isoleucine biosynthesis</a><br><br><a href=&#39;javascript:addTab("00260","Glycine, serine and threonine metabolism","keggMapTabs","build_map","pathway=00260&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glycine, serine and threonine metabolism</a><br><br><a href=&#39;javascript:addTab("00642","Ethylbenzene degradation","keggMapTabs","build_map","pathway=00642&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Ethylbenzene degradation</a>	C00022
cpd00021	Iron	Fe	56	<a href=&#39;javascript:addTab("02020","Two-component system - General","keggMapTabs","build_map","pathway=02020&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Two-component system - General</a>	C00023
cpd00022	Acetyl coenzyme A,<br>Acetyl-CoA	C23H35N7O17P3S	806	<a href=&#39;javascript:addTab("00020","Citrate cycle (TCA cycle)","keggMapTabs","build_map","pathway=00020&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Citrate cycle (TCA cycle)</a><br><br><a href=&#39;javascript:addTab("00280","Valine, leucine and isoleucine degradation","keggMapTabs","build_map","pathway=00280&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Valine, leucine and isoleucine degradation</a><br><br><a href=&#39;javascript:addTab("00720","Reductive carboxylate cycle (CO2 fixation)","keggMapTabs","build_map","pathway=00720&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Reductive carboxylate cycle (CO2 fixation)</a><br><br><a href=&#39;javascript:addTab("00625","Tetrachloroethene degradation","keggMapTabs","build_map","pathway=00625&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tetrachloroethene degradation</a><br><br><a href=&#39;javascript:addTab("00252","Alanine and aspartate metabolism","keggMapTabs","build_map","pathway=00252&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Alanine and aspartate metabolism</a><br><br><a href=&#39;javascript:addTab("00071","Fatty acid metabolism","keggMapTabs","build_map","pathway=00071&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Fatty acid metabolism</a><br><br><a href=&#39;javascript:addTab("00640","Propanoate metabolism","keggMapTabs","build_map","pathway=00640&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Propanoate metabolism</a><br><br><a href=&#39;javascript:addTab("00480","Glutathione metabolism","keggMapTabs","build_map","pathway=00480&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glutathione metabolism</a><br><br><a href=&#39;javascript:addTab("00632","Benzoate degradation via CoA ligation","keggMapTabs","build_map","pathway=00632&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Benzoate degradation via CoA ligation</a><br><br><a href=&#39;javascript:addTab("00062","Fatty acid elongation in mitochondria","keggMapTabs","build_map","pathway=00062&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Fatty acid elongation in mitochondria</a><br><br><a href=&#39;javascript:addTab("00380","Tryptophan metabolism","keggMapTabs","build_map","pathway=00380&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tryptophan metabolism</a><br><br><a href=&#39;javascript:addTab("00620","Pyruvate metabolism","keggMapTabs","build_map","pathway=00620&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Pyruvate metabolism</a><br><br><a href=&#39;javascript:addTab("00300","Lysine biosynthesis","keggMapTabs","build_map","pathway=00300&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Lysine biosynthesis</a><br><br><a href=&#39;javascript:addTab("01056","Biosynthesis of type II polyketide backbone","keggMapTabs","build_map","pathway=01056&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of type II polyketide backbone</a><br><br><a href=&#39;javascript:addTab("00072","Synthesis and degradation of ketone bodies","keggMapTabs","build_map","pathway=00072&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Synthesis and degradation of ketone bodies</a><br><br><a href=&#39;javascript:addTab("00630","Glyoxylate and dicarboxylate metabolism","keggMapTabs","build_map","pathway=00630&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glyoxylate and dicarboxylate metabolism</a><br><br><a href=&#39;javascript:addTab("00430","Taurine and hypotaurine metabolism","keggMapTabs","build_map","pathway=00430&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Taurine and hypotaurine metabolism</a><br><br><a href=&#39;javascript:addTab("00680","Methane metabolism","keggMapTabs","build_map","pathway=00680&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Methane metabolism</a><br><br><a href=&#39;javascript:addTab("00010","Glycolysis / Gluconeogenesis","keggMapTabs","build_map","pathway=00010&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Glycolysis / Gluconeogenesis</a><br><br><a href=&#39;javascript:addTab("00362","Benzoate degradation via hydroxylation","keggMapTabs","build_map","pathway=00362&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Benzoate degradation via hydroxylation</a><br><br><a href=&#39;javascript:addTab("00310","Lysine degradation","keggMapTabs","build_map","pathway=00310&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Lysine degradation</a><br><br><a href=&#39;javascript:addTab("00650","Butanoate metabolism","keggMapTabs","build_map","pathway=00650&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Butanoate metabolism</a><br><br><a href=&#39;javascript:addTab("00061","Fatty acid biosynthesis","keggMapTabs","build_map","pathway=00061&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Fatty acid biosynthesis</a><br><br><a href=&#39;javascript:addTab("00031","Inositol metabolism","keggMapTabs","build_map","pathway=00031&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Inositol metabolism</a><br><br><a href=&#39;javascript:addTab("00410","beta-Alanine metabolism","keggMapTabs","build_map","pathway=00410&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>beta-Alanine metabolism</a><br><br><a href=&#39;javascript:addTab("00522","Biosynthesis of 12-, 14- and 16-membered macrolides","keggMapTabs","build_map","pathway=00522&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Biosynthesis of 12-, 14- and 16-membered macrolides</a><br><br><a href=&#39;javascript:addTab("00253","Tetracycline biosynthesis","keggMapTabs","build_map","pathway=00253&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tetracycline biosynthesis</a><br><br><a href=&#39;javascript:addTab("00642","Ethylbenzene degradation","keggMapTabs","build_map","pathway=00642&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Ethylbenzene degradation</a><br><br><a href=&#39;javascript:addTab("00290","Valine, leucine and isoleucine biosynthesis","keggMapTabs","build_map","pathway=00290&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Valine, leucine and isoleucine biosynthesis</a>	C00024
