Attributes {
	id:kb|g.236059
	source:KBase
	gene_subsystem_hash:HASH(0x5371b978)
	source_id:kb|g.236059
	geneAliasHash:HASH(0x4d6fb008)
	scientific_name:GFM TBepimetabat3256
	domain:Bacteria
	genetic_code:11
	dna_size:1750691
	num_contigs:204
	taxonomy:
	gc_content:
	complete:
	contigset_ref:2603/76/2
}
features (id	type	function	genomeID	delimiter	comment	start	stop	direction	contig	roleList) {
kb|g.236059.CDS.1374	CDS	ABC-2 type transporter	kb|g.236059	none		45	801	+	TBepi.metabat.3256_1001652	ABC-2 type transporter
kb|g.236059.CDS.1375	CDS		kb|g.236059	;	No annotated function	951	2694	+	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1376	CDS		kb|g.236059	;	No annotated function	2782	3529	+	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1377	CDS		kb|g.236059	;	No annotated function	4711	3514	-	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1378	CDS		kb|g.236059	;	No annotated function	5971	4789	-	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1379	CDS		kb|g.236059	;	No annotated function	6091	6625	+	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1380	CDS		kb|g.236059	;	No annotated function	6614	7166	+	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1381	CDS	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	kb|g.236059	none		7155	7938	+	TBepi.metabat.3256_1001652	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
kb|g.236059.CDS.1382	CDS		kb|g.236059	;	No annotated function	8506	7933	-	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1383	CDS	Threonine dehydratase (EC 4.3.1.19)	kb|g.236059	none		8589	9579	+	TBepi.metabat.3256_1001652	Threonine dehydratase (EC 4.3.1.19)
kb|g.236059.CDS.1384	CDS	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	kb|g.236059	none		10369	9589	-	TBepi.metabat.3256_1001652	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
kb|g.236059.CDS.1385	CDS	Alpha-methylacyl-CoA racemase( EC:5.1.99.4 )	kb|g.236059	none		11595	10365	-	TBepi.metabat.3256_1001652	Alpha-methylacyl-CoA racemase( EC:5.1.99.4 )
kb|g.236059.CDS.1386	CDS		kb|g.236059	;	No annotated function	12341	11657	-	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1387	CDS		kb|g.236059	;	No annotated function	12415	13069	+	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1388	CDS		kb|g.236059	;	No annotated function	13065	13809	+	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1389	CDS		kb|g.236059	;	No annotated function	14065	14179	+	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1390	CDS		kb|g.236059	;	No annotated function	14078	13844	-	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1391	CDS		kb|g.236059	;	No annotated function	14977	14200	-	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1392	CDS		kb|g.236059	;	No annotated function	15049	15736	+	TBepi.metabat.3256_1001652	
kb|g.236059.CDS.1393	CDS		kb|g.236059	;	No annotated function	58	448	+	TBepi.metabat.3256_1001635	
kb|g.236059.CDS.1394	CDS		kb|g.236059	;	No annotated function	444	1950	+	TBepi.metabat.3256_1001635	
kb|g.236059.CDS.1395	CDS	Protein-export membrane protein SecF (TC 3.A.5.1.1)	kb|g.236059	none		1946	2981	+	TBepi.metabat.3256_1001635	Protein-export membrane protein SecF (TC 3.A.5.1.1)
kb|g.236059.CDS.1396	CDS	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	kb|g.236059	none		3176	5387	+	TBepi.metabat.3256_1001635	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I
kb|g.236059.CDS.1397	CDS	Histidyl-tRNA synthetase (EC 6.1.1.21)	kb|g.236059	none		5386	6679	+	TBepi.metabat.3256_1001635	Histidyl-tRNA synthetase (EC 6.1.1.21)
kb|g.236059.CDS.1398	CDS	Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	kb|g.236059	none		6675	8433	+	TBepi.metabat.3256_1001635	Aspartyl-tRNA synthetase (EC 6.1.1.12);Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)
kb|g.236059.CDS.1399	CDS	ATPase, AAA family	kb|g.236059	none		8429	9740	+	TBepi.metabat.3256_1001635	ATPase, AAA family
kb|g.236059.CDS.1400	CDS	Alanyl-tRNA synthetase (EC 6.1.1.7)	kb|g.236059	none		9760	12319	+	TBepi.metabat.3256_1001635	Alanyl-tRNA synthetase (EC 6.1.1.7)
kb|g.236059.CDS.1401	CDS		kb|g.236059	;	No annotated function	12315	12756	+	TBepi.metabat.3256_1001635	
kb|g.236059.CDS.1402	CDS	FIG004453: protein YceG like	kb|g.236059	none		12752	13877	+	TBepi.metabat.3256_1001635	FIG004453: protein YceG like
kb|g.236059.CDS.1403	CDS	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	kb|g.236059	none		13878	14724	+	TBepi.metabat.3256_1001635	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
kb|g.236059.CDS.1404	CDS		kb|g.236059	;	No annotated function	14717	15392	+	TBepi.metabat.3256_1001635	
kb|g.236059.CDS.1405	CDS		kb|g.236059	;	No annotated function	15411	15816	+	TBepi.metabat.3256_1001635	
kb|g.236059.CDS.1406	CDS		kb|g.236059	;	No annotated function	3253	1159	-	TBepi.metabat.3256_1001619	
kb|g.236059.CDS.1407	CDS		kb|g.236059	;	No annotated function	3773	3257	-	TBepi.metabat.3256_1001619	
kb|g.236059.CDS.1408	CDS	Enoyl-CoA hydratase (EC 4.2.1.17)	kb|g.236059	none		4537	3769	-	TBepi.metabat.3256_1001619	Enoyl-CoA hydratase (EC 4.2.1.17)
kb|g.236059.CDS.1409	CDS	Protein often found in Actinomycetes clustered with signal peptidase and/or RNaseHII	kb|g.236059	none		4833	4539	-	TBepi.metabat.3256_1001619	Protein often found in Actinomycetes clustered with signal peptidase and/or RNaseHII
kb|g.236059.CDS.1410	CDS	LSU ribosomal protein L19p	kb|g.236059	none		5220	4866	-	TBepi.metabat.3256_1001619	LSU ribosomal protein L19p
kb|g.236059.CDS.1411	CDS	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	kb|g.236059	none		6008	5255	-	TBepi.metabat.3256_1001619	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)
kb|g.236059.CDS.1412	CDS	16S rRNA processing protein RimM	kb|g.236059	none		6484	6007	-	TBepi.metabat.3256_1001619	16S rRNA processing protein RimM
kb|g.236059.CDS.1413	CDS		kb|g.236059	;	No annotated function	6848	6488	-	TBepi.metabat.3256_1001619	
kb|g.236059.CDS.1414	CDS	SSU ribosomal protein S16p	kb|g.236059	none		7099	6814	-	TBepi.metabat.3256_1001619	SSU ribosomal protein S16p
kb|g.236059.CDS.1415	CDS	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	kb|g.236059	none		8715	7200	-	TBepi.metabat.3256_1001619	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)
kb|g.236059.CDS.1416	CDS	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	kb|g.236059	none		9896	8720	-	TBepi.metabat.3256_1001619	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)
kb|g.236059.CDS.1417	CDS	Chromosome partition protein smc	kb|g.236059	none		13402	9895	-	TBepi.metabat.3256_1001619	Chromosome partition protein smc
kb|g.236059.CDS.1418	CDS	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	kb|g.236059	none		14351	13451	-	TBepi.metabat.3256_1001619	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)
kb|g.236059.CDS.1419	CDS	Ribonuclease III (EC 3.1.26.3)	kb|g.236059	none		14844	14343	-	TBepi.metabat.3256_1001619	Ribonuclease III (EC 3.1.26.3)
kb|g.236059.CDS.1420	CDS		kb|g.236059	;	No annotated function	15286	15025	-	TBepi.metabat.3256_1001619	
kb|g.236059.CDS.1421	CDS	Phosphate:acyl-ACP acyltransferase PlsX	kb|g.236059	none		16347	15384	-	TBepi.metabat.3256_1001619	Phosphate:acyl-ACP acyltransferase PlsX
kb|g.236059.CDS.1422	CDS	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	kb|g.236059	none		2036	1142	-	TBepi.metabat.3256_1001548	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)
kb|g.236059.CDS.1423	CDS	Phosphoglycolate phosphatase (EC 3.1.3.18)	kb|g.236059	none		2056	2704	+	TBepi.metabat.3256_1001548	Phosphoglycolate phosphatase (EC 3.1.3.18)
kb|g.236059.CDS.1424	CDS		kb|g.236059	;	No annotated function	3164	3023	-	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1425	CDS		kb|g.236059	;	No annotated function	3163	3790	+	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1426	CDS		kb|g.236059	;	No annotated function	3027	2694	-	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1427	CDS		kb|g.236059	;	No annotated function	3789	4416	+	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1428	CDS		kb|g.236059	;	No annotated function	4628	6371	+	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1429	CDS		kb|g.236059	;	No annotated function	6839	6473	-	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1430	CDS		kb|g.236059	;	No annotated function	7672	6835	-	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1431	CDS	Phenazine biosynthesis protein PhzF like	kb|g.236059	none		8499	7668	-	TBepi.metabat.3256_1001548	Phenazine biosynthesis protein PhzF like
kb|g.236059.CDS.1432	CDS		kb|g.236059	;	No annotated function	9142	8533	-	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1433	CDS	HoxN/HupN/NixA family nickel/cobalt transporter	kb|g.236059	none		10311	9138	-	TBepi.metabat.3256_1001548	HoxN/HupN/NixA family nickel/cobalt transporter
kb|g.236059.CDS.1434	CDS		kb|g.236059	;	No annotated function	10349	10814	+	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1435	CDS		kb|g.236059	;	No annotated function	11631	10821	-	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1436	CDS		kb|g.236059	;	No annotated function	12104	11627	-	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1437	CDS		kb|g.236059	;	No annotated function	12179	12566	+	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1438	CDS		kb|g.236059	;	No annotated function	12571	12838	+	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1439	CDS		kb|g.236059	;	No annotated function	12948	14529	+	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1440	CDS		kb|g.236059	;	No annotated function	16071	14508	-	TBepi.metabat.3256_1001548	
kb|g.236059.CDS.1441	CDS	Transaldolase (EC 2.2.1.2)	kb|g.236059	none		1368	270	-	TBepi.metabat.3256_1001528	Transaldolase (EC 2.2.1.2)
kb|g.236059.CDS.1442	CDS	Transketolase (EC 2.2.1.1)	kb|g.236059	none		3332	1364	-	TBepi.metabat.3256_1001528	Transketolase (EC 2.2.1.1)
kb|g.236059.CDS.1443	CDS		kb|g.236059	;	No annotated function	3406	3814	+	TBepi.metabat.3256_1001528	
kb|g.236059.CDS.1444	CDS		kb|g.236059	;	No annotated function	3850	4222	+	TBepi.metabat.3256_1001528	
kb|g.236059.CDS.1445	CDS		kb|g.236059	;	No annotated function	4221	4437	+	TBepi.metabat.3256_1001528	
kb|g.236059.CDS.1446	CDS		kb|g.236059	;	No annotated function	4436	4655	+	TBepi.metabat.3256_1001528	
kb|g.236059.CDS.1447	CDS	Protein-L-isoaspartate methyltransferase (EC 2.1.1.77)	kb|g.236059	none		4651	5503	+	TBepi.metabat.3256_1001528	Protein-L-isoaspartate methyltransferase (EC 2.1.1.77)
kb|g.236059.CDS.1448	CDS		kb|g.236059	;	No annotated function	6002	5765	-	TBepi.metabat.3256_1001528	
kb|g.236059.CDS.1449	CDS	Bacterial proteasome-activating AAA-ATPase (PAN)	kb|g.236059	none		6172	7915	+	TBepi.metabat.3256_1001528	Bacterial proteasome-activating AAA-ATPase (PAN)
kb|g.236059.CDS.1450	CDS	Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'	kb|g.236059	none		7921	9433	+	TBepi.metabat.3256_1001528	Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'
kb|g.236059.CDS.1451	CDS		kb|g.236059	;	No annotated function	9419	9620	+	TBepi.metabat.3256_1001528	
kb|g.236059.CDS.1452	CDS	Proteasome subunit beta (EC 3.4.25.1), bacterial	kb|g.236059	none		9616	10420	+	TBepi.metabat.3256_1001528	Proteasome subunit beta (EC 3.4.25.1), bacterial
kb|g.236059.CDS.1453	CDS	Proteasome subunit alpha (EC 3.4.25.1), bacterial	kb|g.236059	none		10422	11106	+	TBepi.metabat.3256_1001528	Proteasome subunit alpha (EC 3.4.25.1), bacterial
kb|g.236059.CDS.1454	CDS	Pup ligase PafA, possible component of postulated heterodimer PafA-PafA'	kb|g.236059	none		11111	12470	+	TBepi.metabat.3256_1001528	Pup ligase PafA, possible component of postulated heterodimer PafA-PafA'
kb|g.236059.CDS.1455	CDS		kb|g.236059	;	No annotated function	12513	12921	+	TBepi.metabat.3256_1001528	
kb|g.236059.CDS.1456	CDS	Twin-arginine translocation protein TatC	kb|g.236059	none		12920	13655	+	TBepi.metabat.3256_1001528	Twin-arginine translocation protein TatC
kb|g.236059.CDS.1457	CDS	FIG005666: putative helicase	kb|g.236059	none		13651	15823	+	TBepi.metabat.3256_1001528	FIG005666: putative helicase
kb|g.236059.CDS.1458	CDS	Exodeoxyribonuclease III (EC 3.1.11.2)	kb|g.236059	none		1566	753	-	TBepi.metabat.3256_1001494	Exodeoxyribonuclease III (EC 3.1.11.2)
kb|g.236059.CDS.1459	CDS		kb|g.236059	;	No annotated function	2336	1619	-	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1460	CDS		kb|g.236059	;	No annotated function	2423	3428	+	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1461	CDS	COG1272: Predicted membrane protein hemolysin III homolog	kb|g.236059	none		4219	3607	-	TBepi.metabat.3256_1001494	COG1272: Predicted membrane protein hemolysin III homolog
kb|g.236059.CDS.1462	CDS		kb|g.236059	;	No annotated function	5310	4275	-	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1463	CDS		kb|g.236059	;	No annotated function	5525	5366	-	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1464	CDS		kb|g.236059	;	No annotated function	5747	5543	-	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1465	CDS	Glycine oxidase ThiO (EC 1.4.3.19)	kb|g.236059	none		6895	5743	-	TBepi.metabat.3256_1001494	Glycine oxidase ThiO (EC 1.4.3.19)
kb|g.236059.CDS.1466	CDS		kb|g.236059	;	No annotated function	7039	6904	-	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1467	CDS	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	kb|g.236059	none		7017	11601	+	TBepi.metabat.3256_1001494	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
kb|g.236059.CDS.1468	CDS	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	kb|g.236059	none		11593	13060	+	TBepi.metabat.3256_1001494	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)
kb|g.236059.CDS.1469	CDS		kb|g.236059	;	No annotated function	13121	14723	+	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1470	CDS		kb|g.236059	;	No annotated function	14719	14932	+	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1471	CDS		kb|g.236059	;	No annotated function	15129	14931	-	TBepi.metabat.3256_1001494	
kb|g.236059.CDS.1472	CDS	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 1 / 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2	kb|g.236059	none		17132	15173	-	TBepi.metabat.3256_1001494	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 1;7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2
kb|g.236059.CDS.1473	CDS		kb|g.236059	;	No annotated function	165	882	+	TBepi.metabat.3256_1001002	
kb|g.236059.CDS.1474	CDS	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	kb|g.236059	none		2029	904	-	TBepi.metabat.3256_1001002	Butyryl-CoA dehydrogenase (EC 1.3.99.2)
kb|g.236059.CDS.1475	CDS		kb|g.236059	;	No annotated function	2074	3688	+	TBepi.metabat.3256_1001002	
kb|g.236059.CDS.1476	CDS	Protein containing transglutaminase-like domain, putative cysteine protease	kb|g.236059	none		4539	3696	-	TBepi.metabat.3256_1001002	Protein containing transglutaminase-like domain, putative cysteine protease
kb|g.236059.CDS.1477	CDS	Protein containing domains DUF403	kb|g.236059	none		5492	4535	-	TBepi.metabat.3256_1001002	Protein containing domains DUF403
kb|g.236059.CDS.1478	CDS	Protein containing domains DUF404, DUF407	kb|g.236059	none		7033	5488	-	TBepi.metabat.3256_1001002	Protein containing domains DUF404, DUF407
kb|g.236059.CDS.1479	CDS	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	kb|g.236059	none		7066	8776	+	TBepi.metabat.3256_1001002	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)
kb|g.236059.CDS.1480	CDS		kb|g.236059	;	No annotated function	8775	9432	+	TBepi.metabat.3256_1001002	
kb|g.236059.CDS.1481	CDS		kb|g.236059	;	No annotated function	9448	11230	+	TBepi.metabat.3256_1001002	
kb|g.236059.CDS.1482	CDS	Chromate transport protein ChrA	kb|g.236059	none		11226	12375	+	TBepi.metabat.3256_1001002	Chromate transport protein ChrA
kb|g.236059.CDS.1483	CDS	Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD17	kb|g.236059	none		12461	14129	+	TBepi.metabat.3256_1001002	Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD17
kb|g.236059.CDS.1484	CDS	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	kb|g.236059	none		14314	15724	+	TBepi.metabat.3256_1001002	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
kb|g.236059.CDS.1485	CDS	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	kb|g.236059	none		15732	16827	+	TBepi.metabat.3256_1001002	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)
kb|g.236059.CDS.1486	CDS		kb|g.236059	;	No annotated function	16795	18484	+	TBepi.metabat.3256_1001002	
kb|g.236059.CDS.1487	CDS		kb|g.236059	;	No annotated function	18480	20133	+	TBepi.metabat.3256_1001002	
kb|g.236059.CDS.1488	CDS	putative thiolase	kb|g.236059	none		21287	20102	-	TBepi.metabat.3256_1001002	putative thiolase
kb|g.236059.CDS.1489	CDS	FIG01000915: hypothetical protein	kb|g.236059	none		21478	21283	-	TBepi.metabat.3256_1001002	FIG01000915: hypothetical protein
kb|g.236059.CDS.1490	CDS	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	kb|g.236059	none		5	1211	+	TBepi.metabat.3256_1006830	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)
kb|g.236059.CDS.1491	CDS	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	kb|g.236059	none		1207	2131	+	TBepi.metabat.3256_1006830	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)
kb|g.236059.CDS.1492	CDS		kb|g.236059	;	No annotated function	2127	2895	+	TBepi.metabat.3256_1006830	
kb|g.236059.CDS.1493	CDS	Cell division protein FtsZ (EC 3.4.24.-)	kb|g.236059	none		2991	4074	+	TBepi.metabat.3256_1006830	Cell division protein FtsZ (EC 3.4.24.-)
kb|g.236059.CDS.1494	CDS	Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	kb|g.236059	none		4196	4754	+	TBepi.metabat.3256_1006830	Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC
kb|g.236059.CDS.1495	CDS		kb|g.236059	;	No annotated function	4840	5422	+	TBepi.metabat.3256_1006830	
kb|g.236059.CDS.1496	CDS		kb|g.236059	;	No annotated function	5424	5652	+	TBepi.metabat.3256_1006830	
kb|g.236059.CDS.1497	CDS		kb|g.236059	;	No annotated function	5676	6444	+	TBepi.metabat.3256_1006830	
kb|g.236059.CDS.1498	CDS		kb|g.236059	;	No annotated function	11	1019	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1499	CDS		kb|g.236059	;	No annotated function	1189	1723	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1500	CDS	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	kb|g.236059	none		1725	4467	+	TBepi.metabat.3256_1000754	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)
kb|g.236059.CDS.1501	CDS		kb|g.236059	;	No annotated function	4447	5593	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1502	CDS	Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	kb|g.236059	none		5676	6378	+	TBepi.metabat.3256_1000754	Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)
kb|g.236059.CDS.1503	CDS	Cell division protein FtsX	kb|g.236059	none		6377	7262	+	TBepi.metabat.3256_1000754	Cell division protein FtsX
kb|g.236059.CDS.1504	CDS		kb|g.236059	;	No annotated function	7336	7717	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1505	CDS	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)	kb|g.236059	none		8131	7717	-	TBepi.metabat.3256_1000754	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)
kb|g.236059.CDS.1506	CDS		kb|g.236059	;	No annotated function	8184	9366	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1507	CDS	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	kb|g.236059	none		9397	10201	+	TBepi.metabat.3256_1000754	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
kb|g.236059.CDS.1508	CDS		kb|g.236059	;	No annotated function	10197	11886	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1509	CDS	Alcohol dehydrogenase (EC 1.1.1.1)	kb|g.236059	none		11895	13005	+	TBepi.metabat.3256_1000754	Alcohol dehydrogenase (EC 1.1.1.1)
kb|g.236059.CDS.1510	CDS	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	kb|g.236059	none		15027	13050	-	TBepi.metabat.3256_1000754	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)
kb|g.236059.CDS.1511	CDS		kb|g.236059	;	No annotated function	16282	15034	-	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1512	CDS	TldD protein, part of TldE/TldD proteolytic complex	kb|g.236059	none		16302	17697	+	TBepi.metabat.3256_1000754	TldD protein, part of TldE/TldD proteolytic complex
kb|g.236059.CDS.1513	CDS		kb|g.236059	;	No annotated function	17693	19049	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1514	CDS		kb|g.236059	;	No annotated function	19262	19049	-	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1515	CDS	Molybdenum cofactor biosynthesis protein MoaC	kb|g.236059	none		19375	19876	+	TBepi.metabat.3256_1000754	Molybdenum cofactor biosynthesis protein MoaC
kb|g.236059.CDS.1516	CDS		kb|g.236059	;	No annotated function	19924	21886	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1517	CDS		kb|g.236059	;	No annotated function	24374	23015	-	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1518	CDS		kb|g.236059	;	No annotated function	24491	24767	+	TBepi.metabat.3256_1000754	
kb|g.236059.CDS.1519	CDS		kb|g.236059	;	No annotated function	46	448	+	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1520	CDS	Choline-sulfatase (EC 3.1.6.6)	kb|g.236059	none		458	1868	+	TBepi.metabat.3256_1000524	Choline-sulfatase (EC 3.1.6.6)
kb|g.236059.CDS.1521	CDS	Enoyl-CoA hydratase (EC 4.2.1.17)	kb|g.236059	none		1907	2711	+	TBepi.metabat.3256_1000524	Enoyl-CoA hydratase (EC 4.2.1.17)
kb|g.236059.CDS.1522	CDS		kb|g.236059	;	No annotated function	3271	2752	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1523	CDS		kb|g.236059	;	No annotated function	3510	3309	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1524	CDS	GTP-binding protein EngA	kb|g.236059	none		4833	3513	-	TBepi.metabat.3256_1000524	GTP-binding protein EngA
kb|g.236059.CDS.1525	CDS		kb|g.236059	;	No annotated function	6224	4832	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1526	CDS	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	kb|g.236059	none		6298	7354	+	TBepi.metabat.3256_1000524	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)
kb|g.236059.CDS.1527	CDS		kb|g.236059	;	No annotated function	7394	7955	+	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1528	CDS		kb|g.236059	;	No annotated function	7963	8764	+	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1529	CDS		kb|g.236059	;	No annotated function	9488	8795	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1530	CDS		kb|g.236059	;	No annotated function	10090	9475	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1531	CDS	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	kb|g.236059	none		11400	10089	-	TBepi.metabat.3256_1000524	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)
kb|g.236059.CDS.1532	CDS		kb|g.236059	;	No annotated function	12482	11399	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1533	CDS	Chorismate mutase II (EC 5.4.99.5)	kb|g.236059	none		12853	12478	-	TBepi.metabat.3256_1000524	Chorismate mutase II (EC 5.4.99.5)
kb|g.236059.CDS.1534	CDS	Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	kb|g.236059	none		13626	12849	-	TBepi.metabat.3256_1000524	Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)
kb|g.236059.CDS.1535	CDS	Segregation and condensation protein B	kb|g.236059	none		14161	13618	-	TBepi.metabat.3256_1000524	Segregation and condensation protein B
kb|g.236059.CDS.1536	CDS		kb|g.236059	;	No annotated function	14978	14186	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1537	CDS	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	kb|g.236059	none		15057	16038	+	TBepi.metabat.3256_1000524	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)
kb|g.236059.CDS.1538	CDS		kb|g.236059	;	No annotated function	16813	16033	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1539	CDS		kb|g.236059	;	No annotated function	17773	16822	-	TBepi.metabat.3256_1000524	
kb|g.236059.CDS.1540	CDS		kb|g.236059	;	No annotated function	18308	17765	-	TBepi.metabat.3256_1000524	
